Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,6620.19,15.35,6852.74,0.0,0.0,130,4,0,48.740169525146484,1
2,Inferencing,8839.47,22.97,9101.69,0.0,0.0,26,0,0,8.656627416610718,1
3,Inferencing,4466.12,12.39,4536.91,0.0,3.85,26,0,0,8.89296841621399,1
4,Inferencing,1344.91,3.12,2336.84,80.77,80.77,26,0,0,9.193502187728882,1
5,Inferencing,2495.67,5.35,2917.61,38.46,57.69,26,0,0,8.150518417358398,1
6,Inferencing,3544.65,6.82,3886.76,19.23,34.62,26,0,0,7.851372003555298,1
7,Inferencing,1647.95,3.13,1910.84,69.23,84.62,26,0,0,8.946932077407837,1
8,Inferencing,1476.78,2.98,1812.42,69.23,92.31,26,0,0,8.341294288635254,1
9,Inferencing,1827.1,3.75,2134.89,65.38,76.92,26,0,0,9.251760482788086,1
10,Inferencing,1403.09,2.99,1641.58,69.23,96.15,26,0,0,8.057894468307495,1
11,Inferencing,2979.03,6.83,3630.59,53.85,61.54,26,0,0,9.169244289398193,1
12,Inferencing,4122.72,7.91,4427.06,7.69,23.08,26,0,0,8.591772079467773,1
