Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Training,1320.89,2.73,1666.16,77.83,92.92,193,0,0,73.63185954093933,1
2,Training,1273.88,2.65,1604.54,83.49,95.75,12,0,0,4.128232479095459,1
3,Training,1244.78,2.61,1575.06,84.43,95.75,12,0,0,4.173199653625488,1
4,Training,1229.87,2.59,1558.62,84.43,95.28,12,0,0,4.058169364929199,1
5,Training,1264.01,2.69,1627.56,82.08,93.87,12,0,0,4.2609171867370605,1
6,Training,1262.68,2.72,1638.95,81.13,95.28,12,0,0,4.127252101898193,1
7,Training,1265.24,2.76,1652.51,80.19,93.87,12,0,0,4.084242820739746,1
8,Training,1212.92,2.66,1602.84,83.02,93.4,12,0,0,3.908522844314575,1
9,Training,1200.35,2.64,1583.25,83.02,92.92,12,0,0,3.8405189514160156,1
10,Training,1230.83,2.72,1599.96,83.02,94.81,12,0,0,3.5206069946289062,1
11,Training,1224.17,2.72,1584.63,83.96,94.81,12,0,0,3.3852381706237793,1
12,Training,1177.51,2.64,1510.72,86.32,95.75,12,0,0,3.282817840576172,1
13,Training,1190.19,2.69,1549.57,85.38,94.34,12,0,0,3.2882959842681885,1
14,Training,1202.27,2.72,1576.53,83.96,94.81,12,0,0,3.259434223175049,1
15,Training,1208.18,2.75,1583.2,82.08,94.81,12,0,0,3.184480905532837,1
16,Training,1233.64,2.81,1614.95,79.72,94.81,12,0,0,3.5394301414489746,1
17,Training,1219.79,2.80,1580.28,81.13,95.28,12,0,0,3.276646375656128,1
18,Training,1210.78,2.79,1557.33,80.66,96.23,12,0,0,3.1223320960998535,1
19,Training,1177.61,2.72,1520.09,83.49,96.23,12,0,0,3.0688343048095703,1
20,Training,1124.55,2.61,1463.45,84.43,96.7,12,0,0,3.057976245880127,1
21,Training,1124.7,2.62,1465.11,83.02,97.17,11,1,0,3.087829351425171,1
22,Training,1107.18,2.58,1421.16,81.6,96.7,12,0,0,2.9913511276245117,1
23,Training,1142.67,2.64,1457.96,81.13,95.75,12,0,0,2.9813764095306396,1
24,Training,1145.97,2.65,1459.3,80.66,95.75,12,0,0,3.004298448562622,1
25,Training,1157.49,2.66,1469.26,80.19,96.7,12,0,0,3.0357210636138916,1
26,Training,1155.39,2.65,1465.08,80.19,96.23,12,0,0,3.083921194076538,1
27,Training,1145.19,2.62,1458.31,81.13,96.23,12,0,0,2.98506760597229,1
28,Training,1155.6,2.64,1464.64,80.66,97.17,12,0,0,3.0254695415496826,1
29,Training,1175.85,2.68,1482.32,78.77,96.7,12,0,0,2.8071372509002686,1
30,Training,1205.12,2.73,1507.97,77.36,95.75,12,0,0,3.0076897144317627,1
31,Training,1223.32,2.76,1551.07,77.83,94.81,12,0,0,2.9821338653564453,1
32,Training,1218.46,2.75,1544.93,76.89,94.81,12,0,0,2.9820361137390137,1
33,Training,1209.96,2.72,1534.48,77.36,94.81,12,0,0,2.9771673679351807,1
34,Training,1221.8,2.75,1545.39,76.89,94.34,12,0,0,2.994191884994507,1
35,Training,1224.65,2.75,1557.2,77.36,93.4,12,0,0,3.1210577487945557,1
36,Training,1224.09,2.75,1549.4,77.83,93.4,12,0,0,2.997220516204834,1
37,Training,1224.16,2.75,1543.39,78.77,93.4,12,0,0,3.0140509605407715,1
38,Training,1224.82,2.75,1536.31,78.77,94.81,12,0,0,3.025183916091919,1
39,Training,1204.63,2.70,1521.49,79.25,95.28,12,0,0,2.9962539672851562,1
40,Training,1175.61,2.64,1499.53,79.72,95.28,12,0,0,3.034099578857422,1
41,Training,1166.52,2.62,1490.17,80.66,94.81,12,0,0,2.986220359802246,1
42,Training,1147.09,2.57,1468.08,81.6,96.23,12,0,0,3.0289387702941895,1
43,Training,1139.86,2.54,1453.18,82.55,96.23,12,0,0,3.0236806869506836,1
44,Training,1112.01,2.47,1428.15,84.43,96.23,12,0,0,3.017127752304077,1
45,Training,1089.89,2.42,1412.01,84.43,96.23,12,0,0,3.038583993911743,1
46,Training,1069.48,2.37,1387.71,85.85,96.7,12,0,0,3.030489921569824,1
47,Training,1052.18,2.33,1371.68,86.32,96.7,12,0,0,3.0720324516296387,1
48,Training,1043.64,2.31,1361.68,86.32,96.7,12,0,0,3.0305423736572266,1
49,Training,1035.48,2.28,1356.26,86.32,96.23,12,0,0,2.975761890411377,1
50,Training,1028.72,2.26,1348.76,86.79,96.7,12,0,0,3.0644237995147705,1
51,Training,1003.82,2.19,1322.91,87.74,96.7,12,0,0,2.968000650405884,1
52,Training,976.71,2.12,1301.48,88.21,96.23,12,0,0,3.0063869953155518,1
53,Training,973.78,2.10,1293.3,89.62,96.7,12,0,0,2.9886388778686523,1
54,Training,1000.09,2.15,1310.5,88.21,96.7,12,0,0,3.041962146759033,1
55,Training,1006.61,2.15,1316.92,87.74,96.7,12,0,0,3.0444400310516357,1
56,Training,1012.35,2.16,1317.12,87.74,96.7,12,0,0,3.0398035049438477,1
57,Training,1048.68,2.25,1391.9,86.32,95.28,12,0,0,3.0019936561584473,1
58,Training,1078.27,2.32,1419.11,85.85,95.28,12,0,0,2.9959006309509277,1
59,Training,1101.79,2.37,1429.25,86.32,95.75,12,0,0,2.999521493911743,1
60,Training,1126.71,2.42,1453.31,85.38,96.7,12,0,0,3.007718801498413,1
61,Training,1144.45,2.44,1464.84,85.38,96.23,12,0,0,3.0116896629333496,1
62,Training,1126.89,2.39,1450.12,86.79,96.7,12,0,0,3.0114190578460693,1
63,Training,1104.52,2.32,1426.9,87.74,96.7,12,0,0,2.978325366973877,1
64,Training,1098.57,2.30,1421.5,86.79,96.7,12,0,0,3.015932321548462,1
65,Training,1069.63,2.22,1407.04,88.21,96.23,12,0,0,3.0164427757263184,1
