Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,4211.61,10.06,4471.49,8.33,25.0,139,1,0,53.902485847473145,1
2,Inferencing,911.04,2.04,1117.11,100.0,100.0,11,1,0,5.928783655166626,1
3,Inferencing,2798.26,7.04,3006.15,33.33,41.67,11,1,0,4.355740070343018,1
4,Inferencing,3488.94,9.44,4007.18,33.33,50.0,11,1,0,4.929629325866699,1
5,Inferencing,2140.05,6.03,2300.17,50.0,75.0,11,0,1,31.309417724609375,4
6,Inferencing,1044.91,2.86,1362.55,91.67,100.0,12,0,0,1.274780511856079,4
7,Inferencing,1560.46,4.30,1964.63,66.67,91.67,12,0,0,1.1812033653259277,4
8,Inferencing,1513.91,4.00,1786.66,58.33,91.67,12,0,0,0.8386325836181641,4
9,Inferencing,9153.09,19.89,9331.27,0.0,0.0,12,0,0,0.9787158966064453,4
10,Inferencing,1531.34,3.22,2232.76,75.0,75.0,6,0,6,117.73242592811584,18
11,Inferencing,1309.63,2.86,1533.56,83.33,100.0,11,0,1,309.742173910141,21
12,Inferencing,4083.56,8.01,4247.73,0.0,25.0,12,0,0,353.06256008148193,21
13,Inferencing,4036.72,7.48,4231.47,0.0,16.67,12,0,0,351.4669153690338,21
14,Inferencing,1153.27,2.17,1438.35,83.33,100.0,12,0,0,352.002286195755,21
15,Inferencing,1035.36,2.03,1380.82,83.33,91.67,12,0,0,356.9655547142029,21
16,Inferencing,1075.13,2.18,1223.01,83.33,100.0,12,0,0,324.5087854862213,21
17,Inferencing,932.17,1.87,1031.04,100.0,100.0,12,0,0,312.4819288253784,21
18,Inferencing,1391.32,2.90,1572.63,75.0,100.0,12,0,0,302.2419476509094,21
19,Inferencing,1081.93,2.19,1232.15,91.67,100.0,12,0,0,281.9062354564667,21
20,Inferencing,1612.35,3.45,1672.51,83.33,100.0,12,0,0,283.58109045028687,21
21,Inferencing,749.34,1.60,1039.36,100.0,100.0,12,0,0,285.07838463783264,21
22,Inferencing,731.97,1.50,893.6,100.0,100.0,12,0,0,284.74178671836853,21
23,Inferencing,4865.94,11.61,5281.72,0.0,8.33,12,0,0,282.35011982917786,21
24,Inferencing,2541.43,5.66,2956.01,50.0,66.67,10,1,1,282.86793208122253,24
25,Inferencing,2441.72,4.71,2803.47,50.0,75.0,12,0,0,320.3973867893219,24
26,Inferencing,4572.36,8.20,5419.56,16.67,50.0,12,0,0,320.1607038974762,24
