Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,4077.6,11.26,4305.56,0.0,30.77,193,0,0,56.721461057662964,1
2,Inferencing,2268.28,5.80,2561.6,38.46,69.23,33,0,1,34.00407648086548,4
3,Inferencing,2281.18,4.90,2405.9,30.77,88.46,33,1,0,5.965063571929932,4
4,Inferencing,2258.82,4.42,2739.68,42.31,65.38,33,0,1,34.9952232837677,4
5,Inferencing,1992.17,3.85,2328.04,57.69,76.92,34,0,0,8.99448013305664,4
6,Inferencing,1328.22,2.67,1748.85,73.08,88.46,34,0,0,9.173461437225342,4
7,Inferencing,1210.48,2.52,1377.18,76.92,100.0,34,0,0,10.165303468704224,4
8,Inferencing,1298.93,2.76,1442.15,84.62,100.0,34,0,0,10.069652080535889,4
9,Inferencing,2405.76,5.53,2834.75,26.92,76.92,34,0,0,10.056514263153076,4
10,Inferencing,2227.55,4.22,2649.51,48.0,84.0,33,1,0,21.047224044799805,4
