Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,6781.51,15.80,6965.49,0.0,0.0,140,0,0,37.18370580673218,1
2,Inferencing,4349.46,11.56,4742.06,7.69,26.92,26,0,0,6.33939528465271,1
3,Inferencing,2052.7,5.72,2204.47,38.46,88.46,26,0,0,6.428747653961182,1
4,Inferencing,2370.76,5.47,3585.53,73.08,76.92,26,0,0,6.303029537200928,1
5,Inferencing,2689.82,5.78,2866.77,34.62,61.54,24,2,0,6.926398515701294,1
6,Inferencing,4738.75,9.21,5000.24,3.85,11.54,26,0,0,6.4481751918792725,1
7,Inferencing,1326.62,2.54,1741.14,73.08,84.62,26,0,0,6.442828178405762,1
8,Inferencing,2073.61,4.18,2380.42,42.31,76.92,26,0,0,6.466386079788208,1
9,Inferencing,1709.57,3.49,2163.93,61.54,76.92,26,0,0,6.595010757446289,1
10,Inferencing,1718.87,3.64,1835.32,65.38,96.15,26,0,0,6.439167499542236,1
11,Inferencing,2911.36,6.71,3516.26,34.62,61.54,26,0,0,6.3639349937438965,1
12,Inferencing,6233.33,11.82,6516.24,0.0,0.0,25,1,0,17.175596237182617,1
