Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Training,1419.22,2.73,1866.03,71.07,91.19,140,0,0,37.18370580673218,1
2,Training,1366.93,2.75,1894.6,77.36,88.68,26,0,0,6.33939528465271,1
3,Training,1324.61,2.88,1772.01,77.36,91.19,26,0,0,6.428747653961182,1
4,Training,1206.71,2.77,1634.24,81.76,92.45,26,0,0,6.303029537200928,1
5,Training,1360.28,3.22,1936.3,81.76,91.19,24,2,0,6.926398515701294,1
6,Training,1197.86,2.89,1650.75,86.16,93.08,26,0,0,6.4481751918792725,1
7,Training,1639.43,3.77,2085.74,72.33,86.16,26,0,0,6.442828178405762,1
8,Training,1539.96,3.46,1992.47,73.58,87.42,26,0,0,6.466386079788208,1
9,Training,1584.84,3.44,2011.85,69.81,87.42,26,0,0,6.595010757446289,1
10,Training,1637.2,3.47,2024.49,63.52,86.16,26,0,0,6.439167499542236,1
11,Training,1310.03,2.67,1684.24,74.21,90.57,26,0,0,6.3639349937438965,1
12,Training,1317.08,2.76,1812.24,77.99,91.19,25,1,0,17.175596237182617,1
