Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,2197.69,4.51,2913.81,66.67,75.0,83,0,0,30.385672092437744,1
2,Inferencing,4869.78,10.15,5108.73,0.0,16.67,12,0,0,4.300678253173828,1
3,Inferencing,2137.46,4.27,2295.18,41.67,83.33,12,0,0,4.177810192108154,1
4,Inferencing,2193.04,4.51,2233.18,33.33,100.0,12,0,0,4.467452526092529,1
5,Inferencing,6117.98,14.25,6915.92,0.0,8.33,12,0,0,4.073915958404541,1
6,Inferencing,6567.92,15.26,6735.72,0.0,0.0,12,0,0,4.192795515060425,1
7,Inferencing,4303.74,10.31,4765.67,16.67,41.67,12,0,0,4.131349563598633,1
8,Inferencing,6980.35,17.75,7734.6,0.0,0.0,12,0,0,4.173405170440674,1
9,Inferencing,12933.4,35.85,12982.46,0.0,0.0,12,0,0,3.9715142250061035,1
10,Inferencing,10861.64,30.02,10909.47,0.0,0.0,4,8,0,5.207738161087036,1
11,Inferencing,8900.02,24.57,8957.53,0.0,0.0,1,11,0,2.738227128982544,1
12,Inferencing,4896.09,13.17,5233.83,8.33,16.67,12,0,0,4.242065191268921,1
13,Inferencing,3665.89,8.14,4896.7,41.67,50.0,12,0,0,4.153296709060669,1
14,Inferencing,2941.27,6.23,3164.56,33.33,50.0,12,0,0,4.565794467926025,1
15,Inferencing,1180.51,2.58,1394.87,83.33,100.0,12,0,0,3.9642114639282227,1
16,Inferencing,2133.32,4.31,2738.24,58.33,66.67,12,0,0,4.285254955291748,1
17,Inferencing,6225.7,11.70,6410.44,0.0,0.0,12,0,0,4.066638231277466,1
18,Inferencing,5087.01,9.50,5166.98,0.0,0.0,12,0,0,4.076813220977783,1
19,Inferencing,6827.2,13.36,7308.87,0.0,16.67,12,0,0,4.255894184112549,1
20,Inferencing,3547.08,6.89,4339.48,33.33,50.0,12,0,0,3.922645092010498,1
21,Inferencing,910.48,1.86,1093.3,100.0,100.0,12,0,0,4.60174036026001,1
22,Inferencing,950.84,1.96,1232.89,83.33,100.0,12,0,0,4.000043630599976,1
23,Inferencing,1044.65,2.18,1381.78,75.0,100.0,12,0,0,4.235374927520752,1
24,Inferencing,2158.55,4.57,2452.34,41.67,75.0,12,0,0,4.085879802703857,1
25,Inferencing,3219.63,6.88,3248.08,0.0,33.33,12,0,0,4.171088218688965,1
26,Inferencing,2434.37,5.15,2471.38,8.33,100.0,12,0,0,4.055227279663086,1
27,Inferencing,1834.95,4.01,2465.33,50.0,58.33,12,0,0,4.244136333465576,1
28,Inferencing,8633.58,20.62,8858.91,0.0,0.0,12,0,0,4.338032960891724,1
29,Inferencing,2212.63,4.36,2524.18,50.0,58.33,12,0,0,3.9731061458587646,1
30,Inferencing,3130.86,6.04,3145.6,0.0,50.0,12,0,0,4.105791807174683,1
31,Inferencing,6665.56,11.76,6922.78,0.0,0.0,12,0,0,4.172428846359253,1
