Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,1546.05,3.21,2420.43,75.0,83.33,87,0,0,31.833606004714966,1
2,Inferencing,2876.55,6.05,3311.52,50.0,58.33,16,0,0,7.3799896240234375,1
3,Inferencing,710.98,1.42,936.91,91.67,100.0,16,0,0,9.098212242126465,1
4,Inferencing,1933.83,3.99,2074.52,41.67,100.0,16,0,0,8.887546300888062,1
5,Inferencing,5859.17,13.59,6422.25,0.0,8.33,16,0,0,9.064560651779175,1
6,Inferencing,6461.1,15.00,6555.23,0.0,0.0,12,2,2,108.25429701805115,6
7,Inferencing,4157.8,9.97,5156.66,25.0,41.67,14,2,0,10.245741128921509,4
8,Inferencing,6659.79,16.92,6693.62,0.0,0.0,14,2,0,13.866957426071167,4
9,Inferencing,7900.15,21.98,8019.37,0.0,0.0,16,0,0,9.477664709091187,4
10,Inferencing,4936.53,13.68,5020.66,0.0,0.0,14,2,0,11.439759969711304,4
11,Inferencing,3297.21,9.12,3373.19,0.0,33.33,16,0,0,9.93879771232605,4
12,Inferencing,1349.07,3.63,1450.39,91.67,100.0,13,1,2,79.85208821296692,9
13,Inferencing,3741.4,8.29,4936.95,50.0,50.0,16,0,0,391.3651349544525,9
14,Inferencing,7407.67,15.82,7508.82,0.0,0.0,15,0,1,396.97827649116516,12
15,Inferencing,886.37,1.94,1090.2,91.67,100.0,16,0,0,370.30878806114197,9
