Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Training,1723.04,3.54,2223.48,64.62,84.43,188,4,1,96.76366686820984,4
2,Training,2316.63,5.13,2696.59,47.17,69.81,25,0,1,86.28638434410095,6
3,Training,1307.9,3.00,1716.84,77.83,91.04,25,0,1,228.42594695091248,9
4,Training,1234.29,2.88,1642.61,81.13,91.51,26,0,0,295.7230348587036,8
5,Training,1433.79,3.27,1840.66,75.94,89.15,26,0,0,223.2915391921997,6
6,Training,1388.85,3.16,1796.02,75.94,89.62,26,0,0,218.98833537101746,6
7,Training,1398.89,3.17,1805.24,75.0,90.57,26,0,0,220.64369654655457,6
8,Training,1294.83,2.88,1692.61,81.13,93.4,26,0,0,220.47195148468018,6
9,Training,1255.22,2.73,1629.9,82.55,94.34,26,0,0,223.0790364742279,6
10,Training,1278.56,2.74,1695.38,82.55,94.34,26,0,0,222.355384349823,6
