Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Training,1278.11,2.42,1647.73,73.86,93.46,134,0,0,45.40571069717407,1
2,Training,1277.54,2.54,1672.12,78.43,92.16,26,0,0,6.681338787078857,1
3,Training,1190.35,2.58,1542.51,81.7,92.81,26,0,0,6.70117449760437,1
4,Training,1076.08,2.48,1352.98,84.31,97.39,26,0,0,6.688266754150391,1
5,Training,1169.54,2.80,1501.88,85.62,95.42,26,0,0,6.879772663116455,1
6,Training,1050.77,2.55,1311.9,89.54,97.39,26,0,0,6.63880467414856,1
7,Training,1484.67,3.43,1855.05,77.12,88.89,26,0,0,6.554181098937988,1
8,Training,1365.86,3.08,1738.79,79.08,90.2,26,0,0,6.362595319747925,1
9,Training,1443.21,3.14,1803.33,71.9,89.54,26,0,0,6.296670913696289,1
10,Training,1502.06,3.17,1841.93,66.67,89.54,26,0,0,6.343002080917358,1
11,Training,1211.87,2.48,1535.38,77.78,94.77,26,0,0,6.319350242614746,1
12,Training,1197.23,2.45,1558.51,79.74,90.85,26,0,0,6.308809518814087,1
