Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Training,1553.09,3.20,1978.83,70.1,88.73,185,0,0,128.80686902999878,1
2,Training,1522.63,3.26,1947.11,73.53,85.78,12,0,0,6.170730352401733,1
3,Training,1380.72,3.02,1802.2,76.47,88.73,12,0,0,6.096971035003662,1
4,Training,1280.72,2.88,1644.53,77.45,91.18,12,0,0,6.4704999923706055,1
5,Training,1233.86,2.82,1616.98,78.92,91.18,12,0,0,6.068520545959473,1
6,Training,1316.0,3.02,1728.66,76.47,88.24,12,0,0,6.1851887702941895,1
7,Training,1204.02,2.79,1582.67,80.39,91.18,12,0,0,6.201485872268677,1
8,Training,1143.68,2.67,1467.27,83.33,95.1,12,0,0,6.112131834030151,1
9,Training,1244.95,2.88,1568.25,78.43,94.12,12,0,0,6.209605693817139,1
10,Training,1272.58,2.94,1576.96,78.43,94.12,12,0,0,6.149194717407227,1
11,Training,1243.42,2.86,1506.02,80.39,95.59,12,0,0,6.192816257476807,1
12,Training,1260.79,2.89,1520.01,77.94,95.59,12,0,0,6.236215829849243,1
13,Training,1252.67,2.87,1519.18,78.92,96.57,12,0,0,5.937183856964111,1
14,Training,1263.82,2.87,1532.41,77.94,96.57,12,0,0,6.150858163833618,1
15,Training,1232.07,2.78,1474.52,79.9,99.02,12,0,0,5.638781785964966,1
16,Training,1163.25,2.61,1409.18,84.31,98.53,12,0,0,5.813385248184204,1
17,Training,1118.74,2.49,1370.37,85.29,98.53,12,0,0,5.754271745681763,1
18,Training,1057.81,2.34,1314.22,87.25,99.02,12,0,0,5.59911036491394,1
19,Training,1055.16,2.28,1307.01,85.29,100.0,12,0,0,5.805848836898804,1
20,Training,1095.13,2.34,1377.59,84.8,98.04,12,0,0,5.702622175216675,1
21,Training,1099.74,2.31,1372.3,83.33,98.04,12,0,0,5.761763572692871,1
22,Training,1076.59,2.22,1326.35,84.31,98.53,12,0,0,5.610196113586426,1
