Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,5727.83,15.76,6332.55,7.69,26.92,185,0,0,77.21790957450867,1
2,Inferencing,10885.26,27.54,11470.15,0.0,0.0,26,0,0,9.831205129623413,1
3,Inferencing,3992.18,8.61,4335.55,15.38,26.92,17,9,0,28.30696392059326,1
4,Inferencing,1559.21,3.00,1923.85,65.38,84.62,26,0,0,9.82184910774231,1
5,Inferencing,2515.95,4.92,3127.02,42.31,61.54,26,0,0,8.629012823104858,1
6,Inferencing,2216.74,4.47,2640.35,46.15,76.92,26,0,0,8.703018426895142,1
7,Inferencing,1653.28,3.39,1999.22,69.23,84.62,26,0,0,8.985469102859497,1
8,Inferencing,1362.98,2.85,1676.49,80.77,92.31,26,0,0,8.697651386260986,1
9,Inferencing,4375.6,9.68,5250.97,30.77,42.31,26,0,0,8.88126015663147,1
10,Inferencing,6352.42,11.91,6802.65,0.0,0.0,23,2,1,47.50003123283386,4
