Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Training,1278.11,2.42,1647.73,73.86,93.46,134,0,0,78.58513903617859,1
2,Training,1354.26,2.60,1725.85,72.55,92.16,4,0,0,2.0818123817443848,1
3,Training,1464.88,2.84,1916.69,69.28,90.2,3,1,0,2.0177690982818604,1
4,Training,2023.69,3.83,2491.13,54.9,73.86,2,0,2,61.892322063446045,4
5,Training,1204.28,2.34,1530.22,81.05,95.42,4,0,0,2.1286587715148926,4
6,Training,1023.89,2.03,1337.71,84.97,96.08,4,0,0,2.2334752082824707,4
7,Training,908.35,1.79,1197.19,87.58,98.04,4,0,0,2.3361093997955322,4
8,Training,849.91,1.70,1123.03,90.2,98.69,4,0,0,2.097846269607544,4
9,Training,876.74,1.77,1166.61,88.89,98.69,4,0,0,2.074474573135376,4
10,Training,970.8,1.98,1344.33,88.24,96.73,4,0,0,2.3558096885681152,4
11,Training,1103.56,2.30,1583.36,85.62,95.42,1,3,0,32.88074970245361,4
12,Training,1236.07,2.65,1824.23,83.66,92.16,0,4,0,7.764063119888306,4
13,Training,1321.96,2.92,2024.99,82.35,90.85,4,0,0,2.1087465286254883,4
14,Training,1333.67,2.97,1950.02,79.74,89.54,2,2,0,7.0199315547943115,4
15,Training,1335.95,3.03,1923.87,79.08,88.89,1,3,0,7.635721921920776,4
16,Training,1419.43,3.30,2076.99,75.82,90.2,2,2,0,2.795327663421631,4
17,Training,1410.31,3.35,2052.82,76.47,88.89,4,0,0,2.311246395111084,4
18,Training,1392.58,3.33,1971.63,79.74,86.93,4,0,0,1.9254443645477295,4
19,Training,1307.24,3.18,1836.16,79.08,86.93,4,0,0,2.007286548614502,4
20,Training,1261.68,3.09,1735.75,77.12,86.93,4,0,0,2.035309314727783,4
21,Training,1206.48,2.95,1597.82,80.39,89.54,4,0,0,2.0789124965667725,4
22,Training,1096.47,2.66,1400.71,82.35,96.73,4,0,0,2.059319496154785,4
23,Training,1012.98,2.46,1267.29,84.97,100.0,4,0,0,2.0730555057525635,4
24,Training,935.15,2.26,1175.53,90.2,100.0,4,0,0,1.9019699096679688,4
25,Training,900.18,2.18,1122.05,90.2,100.0,4,0,0,1.9586780071258545,4
26,Training,949.48,2.32,1192.71,88.89,99.35,4,0,0,1.9408159255981445,4
27,Training,950.31,2.34,1205.55,88.89,98.69,4,0,0,1.9305596351623535,4
28,Training,963.36,2.37,1219.56,88.89,98.69,4,0,0,2.0060112476348877,4
29,Training,940.9,2.32,1195.33,88.89,98.69,4,0,0,1.9822282791137695,4
30,Training,924.09,2.28,1187.29,88.89,98.69,4,0,0,1.9359090328216553,4
31,Training,902.4,2.23,1152.43,89.54,99.35,4,0,0,1.9389195442199707,4
32,Training,902.41,2.23,1153.71,89.54,99.35,4,0,0,1.9043967723846436,4
33,Training,922.71,2.28,1164.32,90.2,99.35,4,0,0,1.961841344833374,4
34,Training,930.38,2.30,1180.5,88.89,99.35,4,0,0,2.053490400314331,4
35,Training,989.44,2.44,1278.09,87.58,98.04,4,0,0,1.9744102954864502,4
36,Training,1115.93,2.72,1500.78,85.62,95.42,4,0,0,2.0177414417266846,4
37,Training,1203.63,2.90,1525.2,83.01,94.12,4,0,0,2.0045218467712402,4
38,Training,1247.31,2.98,1517.24,83.01,94.77,4,0,0,2.044433116912842,4
39,Training,1226.09,2.92,1474.5,83.01,96.73,4,0,0,1.8732619285583496,4
40,Training,1198.49,2.85,1444.61,85.62,96.73,4,0,0,1.851719856262207,4
41,Training,1235.83,2.91,1477.9,81.7,96.73,4,0,0,1.8870720863342285,4
42,Training,1166.03,2.76,1404.08,83.66,98.04,4,0,0,1.7789828777313232,4
43,Training,1128.88,2.65,1372.22,85.62,98.04,4,0,0,1.7640023231506348,4
44,Training,1141.26,2.69,1397.12,84.31,98.04,4,0,0,1.7262601852416992,4
45,Training,1165.5,2.71,1417.31,81.7,98.04,4,0,0,1.746835708618164,4
46,Training,1111.36,2.58,1373.42,84.97,98.04,4,0,0,1.7452542781829834,4
47,Training,1140.97,2.63,1401.4,84.31,98.04,4,0,0,1.7574267387390137,4
48,Training,1135.02,2.62,1385.41,84.31,97.39,4,0,0,1.674168586730957,4
49,Training,1115.35,2.56,1355.25,86.93,98.69,4,0,0,1.6566662788391113,4
50,Training,1077.77,2.45,1304.28,88.89,98.04,4,0,0,1.6779160499572754,4
51,Training,1014.82,2.30,1229.0,90.2,98.69,4,0,0,1.7465853691101074,4
52,Training,975.12,2.18,1167.08,92.16,99.35,4,0,0,1.6489152908325195,4
53,Training,946.21,2.09,1137.23,93.46,99.35,4,0,0,1.6523969173431396,4
54,Training,958.06,2.11,1152.82,94.12,99.35,4,0,0,1.6647377014160156,4
55,Training,922.49,2.00,1116.8,94.77,99.35,4,0,0,1.5695230960845947,4
56,Training,918.22,1.97,1116.7,94.77,100.0,4,0,0,1.5772957801818848,4
57,Training,904.8,1.93,1105.21,94.77,100.0,4,0,0,1.5946707725524902,4
58,Training,898.89,1.91,1097.67,95.42,100.0,4,0,0,1.6823475360870361,4
59,Training,901.68,1.90,1097.73,95.42,99.35,4,0,0,1.5540640354156494,4
60,Training,865.11,1.80,1064.52,95.42,100.0,4,0,0,1.577284574508667,4
61,Training,848.78,1.75,1052.77,95.42,99.35,4,0,0,1.6140508651733398,4
62,Training,845.61,1.74,1050.54,95.42,99.35,4,0,0,1.627575159072876,4
63,Training,869.42,1.78,1079.59,94.12,98.69,4,0,0,1.387434959411621,4
64,Training,861.95,1.76,1070.32,94.12,98.69,4,0,0,1.4238624572753906,4
65,Training,846.22,1.72,1062.85,93.46,98.69,4,0,0,1.5730459690093994,4
66,Training,800.69,1.64,997.97,94.12,100.0,4,0,0,1.5581161975860596,4
67,Training,813.61,1.66,1000.69,95.42,100.0,4,0,0,1.520416021347046,4
68,Training,795.08,1.62,999.69,94.77,100.0,4,0,0,1.5900776386260986,4
69,Training,769.94,1.57,967.85,95.42,100.0,4,0,0,1.508936882019043,4
70,Training,801.4,1.62,1032.1,93.46,99.35,4,0,0,1.4880354404449463,4
71,Training,793.87,1.61,1024.01,93.46,99.35,4,0,0,1.4369091987609863,4
72,Training,778.14,1.58,1006.53,94.12,99.35,4,0,0,1.4108490943908691,4
73,Training,807.67,1.64,1020.93,93.46,99.35,4,0,0,1.341543197631836,4
74,Training,824.03,1.68,1034.81,93.46,100.0,4,0,0,1.4448354244232178,4
75,Training,805.51,1.64,1017.15,93.46,100.0,4,0,0,1.3265821933746338,4
76,Training,803.95,1.63,1015.64,93.46,99.35,4,0,0,1.398249864578247,4
77,Training,790.12,1.61,989.15,95.42,99.35,4,0,0,1.3899071216583252,4
78,Training,729.06,1.49,907.02,97.39,100.0,4,0,0,1.3923163414001465,4
