Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,7597.38,18.04,7782.0,0.0,0.0,140,0,0,92.169105052948,1
2,Inferencing,2495.13,5.66,2603.76,25.0,75.0,16,1,1,66.09486484527588,4
3,Inferencing,5915.13,14.79,6080.47,0.0,0.0,18,0,0,2.7470173835754395,4
4,Inferencing,2621.22,6.96,3108.17,41.67,66.67,17,0,1,15.788387537002563,4
5,Inferencing,10188.37,28.65,10215.35,0.0,0.0,18,0,0,10.447717905044556,4
6,Inferencing,4700.02,12.78,4742.57,0.0,0.0,12,6,0,41.68494415283203,4
7,Inferencing,1512.54,4.20,1801.04,50.0,100.0,18,0,0,11.574401140213013,4
8,Inferencing,1420.06,3.83,1741.86,66.67,91.67,18,0,0,10.865242004394531,4
9,Inferencing,5211.35,11.39,5527.81,8.33,8.33,18,0,0,10.918800830841064,4
10,Inferencing,697.96,1.48,955.42,91.67,100.0,18,0,0,11.9295973777771,4
11,Inferencing,1119.44,2.45,1315.28,83.33,100.0,18,0,0,10.772934913635254,4
12,Inferencing,4506.07,8.90,4730.58,0.0,25.0,18,0,0,11.706063508987427,4
13,Inferencing,2106.09,3.89,2887.17,66.67,75.0,18,0,0,10.627954244613647,4
14,Inferencing,1530.57,2.85,1898.97,66.67,83.33,18,0,0,11.110649347305298,4
15,Inferencing,2265.07,4.48,2989.3,58.33,66.67,18,0,0,9.89157509803772,4
16,Inferencing,1090.6,2.16,1308.39,83.33,100.0,18,0,0,8.305075407028198,4
