Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,9852.3,27.21,9950.72,0.0,0.0,185,0,0,133.45912623405457,1
2,Inferencing,2607.62,6.40,3208.3,50.0,61.54,26,0,0,13.089618682861328,1
3,Inferencing,1648.66,3.50,2098.49,69.23,80.77,26,0,0,13.33258843421936,1
4,Inferencing,2606.56,4.95,3048.76,38.46,53.85,26,0,0,13.43820571899414,1
5,Inferencing,1831.52,3.51,2115.06,57.69,80.77,26,0,0,13.528555393218994,1
6,Inferencing,1784.43,3.63,2082.46,53.85,80.77,26,0,0,13.206488609313965,1
7,Inferencing,1256.84,2.62,1481.25,88.46,92.31,26,0,0,12.598583936691284,1
8,Inferencing,1248.48,2.65,1382.36,80.77,100.0,26,0,0,12.246705293655396,1
9,Inferencing,2052.09,4.77,2699.33,61.54,76.92,26,0,0,12.461841583251953,1
10,Inferencing,2458.54,4.57,3151.36,56.0,76.0,26,0,0,12.101389646530151,1
