Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,4846.76,13.39,5029.42,0.0,3.85,185,0,0,62.17577505111694,1
2,Inferencing,2646.61,6.85,2936.23,34.62,53.85,26,0,0,6.926605224609375,1
3,Inferencing,2435.44,5.23,2559.28,30.77,73.08,26,0,0,6.895015478134155,1
4,Inferencing,2242.53,4.39,2720.04,50.0,65.38,26,0,0,6.865699529647827,1
5,Inferencing,2488.02,4.83,2833.92,38.46,76.92,26,0,0,6.918703079223633,1
6,Inferencing,1314.69,2.65,1710.34,80.77,88.46,26,0,0,7.126408815383911,1
7,Inferencing,1155.14,2.40,1333.41,84.62,100.0,26,0,0,6.945082902908325,1
8,Inferencing,1071.46,2.27,1225.21,100.0,100.0,26,0,0,6.961214065551758,1
9,Inferencing,2449.27,5.63,2875.98,26.92,69.23,26,0,0,6.93712854385376,1
10,Inferencing,2278.59,4.32,2802.92,56.0,64.0,26,0,0,6.961012125015259,1
