Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Training,1419.22,2.73,1866.03,71.07,91.19,140,0,0,62.04699158668518,1
2,Training,1571.55,3.17,2100.85,72.33,84.28,16,1,1,45.52935576438904,4
3,Training,1714.09,3.52,2211.23,66.67,82.39,18,0,0,1.813453197479248,4
4,Training,1294.03,2.66,1751.58,79.87,89.31,17,0,1,11.73747968673706,4
5,Training,1127.71,2.46,1600.21,81.76,91.19,18,0,0,7.4376561641693115,4
6,Training,1453.92,3.42,2120.16,79.25,88.05,12,6,0,27.975526809692383,4
7,Training,1163.85,2.75,1508.94,82.39,95.6,18,0,0,7.583959579467773,4
8,Training,927.21,2.17,1199.53,91.19,97.48,18,0,0,7.6215620040893555,4
9,Training,897.62,2.15,1168.07,92.45,96.86,18,0,0,7.761581897735596,4
10,Training,1010.0,2.41,1317.22,86.16,96.86,18,0,0,7.604273557662964,4
11,Training,969.63,2.33,1263.34,89.31,97.48,18,0,0,7.612858533859253,4
12,Training,926.27,2.23,1246.04,88.68,97.48,18,0,0,7.610848665237427,4
13,Training,1123.45,2.64,1459.96,86.16,93.08,18,0,0,7.752187013626099,4
14,Training,1152.86,2.66,1519.5,81.76,94.34,18,0,0,7.589282274246216,4
15,Training,1124.19,2.56,1482.61,84.91,95.6,18,0,0,7.541894197463989,4
16,Training,1110.4,2.51,1513.2,86.16,93.71,18,0,0,7.563949346542358,4
17,Training,1127.29,2.52,1508.65,86.79,94.34,18,0,0,7.861102342605591,4
18,Training,1116.74,2.45,1494.8,88.05,95.6,18,0,0,7.576170444488525,4
19,Training,1123.29,2.43,1446.72,88.05,96.23,18,0,0,7.566287517547607,4
20,Training,1139.05,2.42,1467.24,89.31,95.6,18,0,0,7.676006555557251,4
21,Training,1102.83,2.31,1438.76,88.05,95.6,18,0,0,7.698874235153198,4
22,Training,1044.04,2.16,1364.03,87.42,96.86,18,0,0,7.566961288452148,4
23,Training,977.83,1.98,1245.77,89.31,96.86,18,0,0,7.548725605010986,4
24,Training,953.67,1.96,1278.47,89.94,96.23,18,0,0,7.55514931678772,4
25,Training,942.11,1.94,1271.19,90.57,96.23,18,0,0,7.7582550048828125,4
26,Training,942.57,1.94,1255.36,89.94,96.86,18,0,0,7.620851516723633,4
