Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,6839.62,16.12,7193.79,0.0,0.0,136,4,0,46.15878129005432,1
2,Inferencing,5364.3,12.25,5497.26,0.0,0.0,11,1,0,4.1568825244903564,1
3,Inferencing,3230.87,8.05,3679.32,41.67,41.67,12,0,0,3.149571418762207,1
4,Inferencing,2928.7,7.51,3055.29,16.67,58.33,12,0,0,3.690044403076172,1
5,Inferencing,4560.88,12.89,4594.83,0.0,0.0,12,0,0,4.0666210651397705,1
6,Inferencing,1441.92,3.97,1624.59,75.0,100.0,12,0,0,3.4597184658050537,1
7,Inferencing,832.94,2.32,1025.44,100.0,100.0,12,0,0,3.8171184062957764,1
8,Inferencing,358.8,0.96,418.75,100.0,100.0,12,0,0,3.9813129901885986,1
9,Inferencing,3603.29,7.95,4088.19,25.0,25.0,12,0,0,3.956150770187378,1
10,Inferencing,2972.45,6.28,3113.47,16.67,58.33,12,0,0,3.3620657920837402,1
11,Inferencing,873.07,1.91,954.33,100.0,100.0,12,0,0,3.2941644191741943,1
12,Inferencing,2919.3,5.79,3159.93,25.0,41.67,12,0,0,4.009083271026611,1
13,Inferencing,3186.64,5.97,3381.39,16.67,50.0,12,0,0,3.86590576171875,1
14,Inferencing,2314.26,4.32,2435.66,50.0,66.67,12,0,0,3.590409755706787,1
15,Inferencing,896.25,1.76,1018.8,91.67,100.0,12,0,0,3.646202325820923,1
16,Inferencing,2098.79,4.21,2366.82,50.0,75.0,12,0,0,4.046326398849487,1
17,Inferencing,699.21,1.43,978.2,91.67,100.0,12,0,0,3.6546690464019775,1
18,Inferencing,1318.48,2.73,1453.58,91.67,100.0,12,0,0,3.8887388706207275,1
19,Inferencing,2159.0,4.37,2468.08,41.67,75.0,12,0,0,3.833592414855957,1
20,Inferencing,866.05,1.84,990.02,100.0,100.0,12,0,0,4.041222333908081,1
21,Inferencing,1394.41,2.98,1594.02,75.0,100.0,12,0,0,3.630067825317383,1
22,Inferencing,1671.49,3.49,1759.1,66.67,100.0,12,0,0,3.637359380722046,1
23,Inferencing,4464.35,10.22,4852.16,16.67,25.0,12,0,0,4.014745712280273,1
24,Inferencing,1429.72,3.35,1741.08,91.67,91.67,12,0,0,3.851600408554077,1
25,Inferencing,3133.77,6.11,3241.48,8.33,50.0,12,0,0,3.5435292720794678,1
26,Inferencing,4307.36,8.10,4602.4,0.0,16.67,12,0,0,3.8811116218566895,1
