Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,6699.92,13.72,7196.49,0.0,15.38,83,0,0,20.98428773880005,1
2,Inferencing,4567.91,9.32,4721.79,0.0,11.54,26,0,0,6.194403409957886,1
3,Inferencing,7019.6,16.28,7405.92,0.0,3.85,26,0,0,6.114156007766724,1
4,Inferencing,1392.26,3.72,2077.41,76.92,84.62,26,0,0,6.115258693695068,1
5,Inferencing,1626.15,4.53,2153.66,73.08,84.62,26,0,0,6.065830945968628,1
6,Inferencing,4764.21,12.53,5268.79,15.38,30.77,26,0,0,6.160579681396484,1
7,Inferencing,836.87,1.80,1030.95,96.15,100.0,26,0,0,6.202498435974121,1
8,Inferencing,4408.76,8.41,5168.68,26.92,30.77,26,0,0,6.189146518707275,1
9,Inferencing,4169.39,8.00,4309.82,0.0,19.23,26,0,0,6.206175088882446,1
10,Inferencing,2617.34,5.21,2836.45,30.77,69.23,26,0,0,6.0734429359436035,1
11,Inferencing,807.54,1.65,980.82,96.15,100.0,26,0,0,6.205387115478516,1
12,Inferencing,1141.06,2.42,1415.82,76.92,100.0,26,0,0,6.1361212730407715,1
13,Inferencing,1259.93,2.85,1555.86,80.77,92.31,26,0,0,6.147246360778809,1
14,Inferencing,5433.71,10.54,5696.41,3.85,7.69,26,0,0,6.160951852798462,1
15,Inferencing,5987.47,10.42,5987.47,0.0,0.0,26,0,0,6.101328134536743,1
