Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,5564.31,11.45,6185.14,11.54,23.08,82,1,0,27.540194511413574,1
2,Inferencing,4409.25,8.98,4471.13,0.0,7.69,26,0,0,10.20277738571167,1
3,Inferencing,5013.89,11.71,5529.08,11.54,23.08,26,0,0,10.205812215805054,1
4,Inferencing,3232.19,8.57,3912.27,38.46,50.0,26,0,0,10.459789037704468,1
5,Inferencing,1436.32,3.98,1896.94,69.23,84.62,26,0,0,10.247313737869263,1
6,Inferencing,2343.5,5.92,2820.2,53.85,69.23,26,0,0,10.461678743362427,1
7,Inferencing,1445.92,3.08,1725.68,69.23,92.31,26,0,0,10.493401527404785,1
8,Inferencing,3696.08,7.04,4272.32,23.08,38.46,26,0,0,10.408481121063232,1
9,Inferencing,2095.82,4.03,2522.2,53.85,65.38,26,0,0,10.61105465888977,1
10,Inferencing,1252.81,2.50,1520.81,84.62,96.15,26,0,0,10.364234209060669,1
11,Inferencing,1440.08,2.99,1618.19,76.92,96.15,26,0,0,10.451988220214844,1
12,Inferencing,3086.95,6.57,3255.51,19.23,42.31,26,0,0,10.466166257858276,1
13,Inferencing,3013.87,7.00,3731.66,38.46,46.15,26,0,0,10.649660348892212,1
14,Inferencing,1394.6,2.66,1990.37,76.92,88.46,26,0,0,10.487313032150269,1
15,Inferencing,4577.19,7.97,4577.19,0.0,0.0,26,0,0,10.4147047996521,1
