Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,3429.91,8.03,3689.75,19.23,42.31,139,1,0,68.74240636825562,1
2,Inferencing,4365.59,11.65,4759.01,7.69,23.08,25,1,0,9.545137643814087,1
3,Inferencing,1543.62,4.23,1797.35,76.92,88.46,25,1,0,33.02475666999817,1
4,Inferencing,3811.67,8.76,5384.15,61.54,69.23,25,1,0,12.241032123565674,1
5,Inferencing,1586.88,3.40,2326.01,76.92,84.62,22,0,4,89.98936414718628,12
6,Inferencing,4817.35,9.17,5141.17,11.54,11.54,25,0,1,496.4059679508209,15
7,Inferencing,1153.94,2.21,1501.95,76.92,96.15,26,0,0,593.0158808231354,15
8,Inferencing,1142.35,2.32,1283.78,92.31,100.0,26,0,0,544.058628320694,15
9,Inferencing,1403.11,2.92,1563.9,76.92,100.0,26,0,0,609.093602180481,15
10,Inferencing,950.66,2.03,1118.84,96.15,100.0,26,0,0,615.3689374923706,15
11,Inferencing,2916.18,6.82,3595.94,34.62,61.54,26,0,0,615.0459611415863,15
12,Inferencing,3825.5,7.11,4538.59,26.92,50.0,25,0,1,621.5332534313202,18
