Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,3230.6,8.86,3599.5,16.67,58.33,185,0,0,77.98853778839111,1
2,Inferencing,6975.67,19.31,7091.98,0.0,0.0,12,0,0,4.8212316036224365,1
3,Inferencing,9196.82,24.77,9966.9,0.0,0.0,12,0,0,4.367357015609741,1
4,Inferencing,9768.92,24.78,10460.34,0.0,0.0,12,0,0,4.8389036655426025,1
5,Inferencing,5943.9,12.78,6091.63,0.0,8.33,6,3,3,60.44461536407471,10
6,Inferencing,2783.67,6.01,2923.16,25.0,58.33,12,0,0,162.34988021850586,10
7,Inferencing,2952.25,6.08,3499.65,33.33,50.0,12,0,0,153.5370810031891,10
8,Inferencing,2148.89,4.06,2568.84,50.0,66.67,12,0,0,144.8270275592804,10
9,Inferencing,1072.81,2.01,1226.85,100.0,100.0,12,0,0,148.97272658348083,10
10,Inferencing,4752.92,9.33,5342.9,16.67,33.33,12,0,0,163.79491353034973,10
11,Inferencing,2294.79,4.53,2936.07,41.67,66.67,12,0,0,162.64534306526184,10
12,Inferencing,1554.76,3.12,2225.96,75.0,83.33,12,0,0,182.38232111930847,10
13,Inferencing,3131.66,6.33,3271.53,16.67,41.67,12,0,0,177.98075795173645,10
14,Inferencing,1424.83,2.89,1682.61,66.67,100.0,12,0,0,174.863290309906,10
15,Inferencing,950.67,2.00,1074.07,100.0,100.0,12,0,0,158.1693775653839,10
16,Inferencing,501.31,1.07,649.46,100.0,100.0,12,0,0,179.5169916152954,10
17,Inferencing,750.24,1.59,879.8,100.0,100.0,12,0,0,174.6856849193573,10
18,Inferencing,2366.37,4.88,2970.24,58.33,66.67,12,0,0,164.7927942276001,10
19,Inferencing,2941.51,7.08,3298.95,33.33,41.67,12,0,0,165.19946551322937,10
20,Inferencing,6225.79,12.61,6362.88,0.0,0.0,12,0,0,165.05490899085999,10
21,Inferencing,1329.23,2.57,1549.63,66.67,100.0,11,0,1,169.3841986656189,13
22,Inferencing,6392.19,11.27,6851.47,0.0,14.29,12,0,0,210.49926853179932,13
