Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Training,1724.8,3.54,2158.25,64.71,81.86,185,0,0,77.98853778839111,1
2,Training,1622.86,3.41,2007.2,69.61,85.78,12,0,0,4.8212316036224365,1
3,Training,1828.49,3.92,2311.23,64.71,79.9,12,0,0,4.367357015609741,1
4,Training,1969.57,4.38,2512.17,57.84,77.45,12,0,0,4.8389036655426025,1
5,Training,1788.39,4.06,2297.4,64.22,83.82,6,3,3,60.44461536407471,10
6,Training,1660.89,3.88,2139.09,68.14,85.29,12,0,0,162.34988021850586,10
7,Training,1598.67,3.79,2066.95,71.57,87.25,12,0,0,153.5370810031891,10
8,Training,1672.4,3.93,2136.89,69.12,85.29,12,0,0,144.8270275592804,10
9,Training,1729.09,4.04,2189.71,66.67,81.86,12,0,0,148.97272658348083,10
10,Training,1735.55,4.05,2195.02,66.67,81.86,12,0,0,163.79491353034973,10
11,Training,1849.87,4.29,2369.32,65.2,80.39,12,0,0,162.64534306526184,10
12,Training,1860.2,4.26,2316.57,62.75,79.41,12,0,0,182.38232111930847,10
13,Training,1893.63,4.33,2330.37,60.78,77.45,12,0,0,177.98075795173645,10
14,Training,1851.33,4.24,2263.56,61.76,81.37,12,0,0,174.863290309906,10
15,Training,1766.06,4.03,2172.78,64.71,83.33,12,0,0,158.1693775653839,10
16,Training,1605.07,3.66,2000.71,69.61,86.76,12,0,0,179.5169916152954,10
17,Training,1553.34,3.53,1966.61,69.12,86.76,12,0,0,174.6856849193573,10
18,Training,1501.72,3.38,1926.47,74.02,86.27,12,0,0,164.7927942276001,10
19,Training,1508.01,3.33,1957.58,73.04,85.29,12,0,0,165.19946551322937,10
20,Training,1552.4,3.43,2033.93,71.57,85.29,12,0,0,165.05490899085999,10
21,Training,1461.11,3.07,1877.73,71.57,89.22,11,0,1,169.3841986656189,13
22,Training,1321.31,2.70,1618.65,74.02,93.63,12,0,0,210.49926853179932,13
