Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,7450.01,17.26,7690.41,0.0,7.69,139,1,0,5045.081773757935,1
2,Inferencing,6280.06,16.41,6503.94,0.0,0.0,24,7,1,33.42343854904175,4
3,Inferencing,1543.79,4.27,2014.0,69.23,88.46,28,3,1,78.39215207099915,6
4,Inferencing,1278.32,3.06,1811.03,80.77,88.46,31,1,0,19.172014713287354,4
5,Inferencing,843.92,1.81,1004.7,92.31,100.0,32,0,0,8.475034236907959,4
6,Inferencing,3201.75,6.18,3542.6,26.92,50.0,32,0,0,8.457857370376587,4
7,Inferencing,1503.08,2.91,1934.3,73.08,88.46,32,0,0,8.34499192237854,4
8,Inferencing,841.27,1.70,1003.52,96.15,100.0,32,0,0,8.512718200683594,4
9,Inferencing,1083.1,2.21,1297.05,84.62,100.0,32,0,0,8.36613130569458,4
10,Inferencing,1851.92,3.92,2187.2,53.85,84.62,32,0,0,8.476612567901611,4
11,Inferencing,1802.06,4.01,2010.68,53.85,92.31,32,0,0,8.380934238433838,4
12,Inferencing,1291.53,2.48,1465.97,80.77,100.0,32,0,0,8.57489824295044,4
