Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Training,1130.33,2.15,1560.98,84.28,94.34,139,1,0,53.902485847473145,1
2,Training,1135.13,2.23,1611.61,83.65,90.57,11,1,0,5.928783655166626,1
3,Training,1118.42,2.23,1594.34,84.28,90.57,11,1,0,4.355740070343018,1
4,Training,1230.36,2.55,1675.1,81.13,91.82,11,1,0,4.929629325866699,1
5,Training,1192.95,2.60,1595.01,81.76,91.82,11,0,1,31.309417724609375,4
6,Training,1291.19,2.95,1683.69,78.62,91.19,12,0,0,1.274780511856079,4
7,Training,1259.43,2.96,1660.09,80.5,91.19,12,0,0,1.1812033653259277,4
8,Training,1286.1,3.10,1696.16,79.25,91.19,12,0,0,0.8386325836181641,4
9,Training,1312.16,3.24,1726.15,77.36,90.57,12,0,0,0.9787158966064453,4
10,Training,1852.44,4.32,2395.84,57.23,78.62,6,0,6,117.73242592811584,18
