Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,2578.52,5.38,3235.97,42.31,65.38,87,0,0,30.15591597557068,1
2,Inferencing,1632.82,3.40,2071.89,57.69,88.46,30,0,0,9.980919122695923,1
3,Inferencing,6623.12,15.40,6834.66,0.0,0.0,30,0,0,9.909763813018799,1
4,Inferencing,6991.6,18.35,7315.94,0.0,0.0,27,3,0,16.982346296310425,1
5,Inferencing,4919.66,13.64,4985.57,0.0,0.0,30,0,0,9.9723379611969,1
6,Inferencing,3898.76,9.90,4169.43,11.54,34.62,29,1,0,10.218126058578491,1
7,Inferencing,1999.07,4.32,2221.27,57.69,88.46,30,0,0,10.209340810775757,1
8,Inferencing,5119.41,9.74,5866.67,19.23,19.23,29,0,1,40.880085706710815,4
9,Inferencing,3462.07,6.75,4158.91,42.31,50.0,28,1,1,53.970571994781494,6
10,Inferencing,985.22,1.98,1116.38,96.15,100.0,29,0,1,284.7666676044464,9
11,Inferencing,1506.53,3.15,1782.77,65.38,92.31,30,0,0,530.3781518936157,9
12,Inferencing,2646.38,5.60,3072.0,46.15,53.85,30,0,0,577.3526995182037,9
13,Inferencing,2157.33,5.01,2853.3,53.85,80.77,30,0,0,570.2783455848694,9
14,Inferencing,1812.29,3.49,2121.79,57.69,88.46,30,0,0,538.6434741020203,9
15,Inferencing,2924.76,5.03,2924.76,0.0,100.0,30,0,0,567.7906501293182,9
