Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,2578.52,5.38,3235.97,42.31,65.38,87,0,0,61.80299758911133,1
2,Inferencing,1632.82,3.40,2071.89,57.69,88.46,30,0,0,16.7841579914093,1
3,Inferencing,6623.12,15.40,6834.66,0.0,0.0,30,0,0,17.27599596977234,1
4,Inferencing,6991.6,18.35,7315.94,0.0,0.0,27,3,0,30.090537548065186,1
5,Inferencing,4919.66,13.64,4985.57,0.0,0.0,30,0,0,17.217829942703247,1
6,Inferencing,3898.76,9.90,4169.43,11.54,34.62,29,1,0,18.586303234100342,1
7,Inferencing,1999.07,4.32,2221.27,57.69,88.46,30,0,0,18.293915271759033,1
8,Inferencing,5119.41,9.74,5866.67,19.23,19.23,29,0,1,72.61243939399719,4
9,Inferencing,3462.07,6.75,4158.91,42.31,50.0,28,1,1,95.69086194038391,6
10,Inferencing,985.22,1.98,1116.38,96.15,100.0,29,0,1,482.92150712013245,9
