Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Training,1852.67,3.94,2410.15,64.62,82.55,187,6,0,84.409752368927,1
2,Training,1984.23,4.37,2543.39,59.43,77.83,12,0,0,4.773091077804565,1
3,Training,1773.97,3.95,2303.58,63.68,79.72,12,0,0,4.365847826004028,1
4,Training,1612.18,3.62,2163.82,67.92,81.6,12,0,0,4.8683366775512695,1
5,Training,1313.97,3.04,1856.89,77.36,86.79,11,0,1,36.01994776725769,4
6,Training,1111.55,2.61,1615.86,83.02,92.92,12,0,0,4.527815580368042,4
7,Training,1022.87,2.43,1508.1,84.91,93.4,12,0,0,4.246163606643677,4
8,Training,959.03,2.30,1400.82,86.32,95.28,12,0,0,4.498152494430542,4
9,Training,1080.1,2.53,1494.6,84.91,93.87,12,0,0,4.210757493972778,4
10,Training,1052.16,2.44,1356.4,86.79,96.23,11,0,1,28.22256064414978,6
11,Training,1084.84,2.49,1415.21,83.49,95.75,12,0,0,104.65584540367126,6
12,Training,1095.58,2.51,1415.34,83.02,95.28,12,0,0,104.33810997009277,6
13,Training,1093.99,2.51,1412.47,84.43,96.23,12,0,0,103.85236287117004,6
14,Training,1082.98,2.49,1393.65,84.43,96.23,12,0,0,103.80742478370667,6
15,Training,1063.23,2.43,1363.27,86.79,96.7,12,0,0,103.58094668388367,6
16,Training,1020.31,2.33,1321.47,88.21,97.17,12,0,0,103.70671486854553,6
17,Training,1029.1,2.33,1317.47,87.74,97.17,12,0,0,104.37375259399414,6
18,Training,903.12,2.01,1159.37,92.92,98.58,12,0,0,103.76580476760864,6
19,Training,892.33,1.93,1158.28,92.45,98.11,12,0,0,104.39095664024353,6
20,Training,934.59,2.02,1238.37,91.51,97.64,12,0,0,95.15652990341187,6
21,Training,943.06,2.00,1260.6,90.57,97.64,12,0,0,92.92633366584778,6
