Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Training,1600.09,2.89,1956.7,69.61,90.2,83,0,0,28.616329431533813,1
2,Training,1929.48,3.66,2457.48,61.76,73.53,26,0,0,10.398468971252441,1
3,Training,2198.36,4.27,2696.81,50.0,68.63,26,0,0,12.578071117401123,1
4,Training,1176.48,2.44,1491.88,83.33,94.12,26,0,0,13.434836387634277,1
5,Training,1583.72,3.65,2019.48,61.76,84.31,26,0,0,14.287738800048828,1
6,Training,1316.59,3.27,1702.93,72.55,88.24,26,0,0,13.22917103767395,1
7,Training,1541.54,3.87,1921.66,66.67,85.29,26,0,0,13.545167446136475,1
8,Training,1133.48,2.83,1434.79,78.43,96.08,26,0,0,13.608431339263916,1
9,Training,1560.39,3.56,1901.92,69.61,89.22,26,0,0,13.395291805267334,1
10,Training,1543.14,3.28,1911.94,66.67,89.22,26,0,0,13.814506530761719,1
11,Training,1615.68,3.25,1902.11,65.69,86.27,26,0,0,14.83068037033081,1
12,Training,1599.38,3.21,1838.73,63.73,90.2,26,0,0,14.370227575302124,1
13,Training,1222.71,2.48,1494.88,82.35,95.1,26,0,0,14.169726133346558,1
14,Training,1131.52,2.37,1448.98,84.31,93.14,26,0,0,15.480340242385864,1
15,Training,1908.96,3.98,2523.48,62.75,73.53,23,0,3,99.84685707092285,10
