Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,308.01,0.59,327.84,100.0,100.0,87,0,0,26.179258108139038,1
2,Inferencing,996.8,1.96,1001.72,100.0,100.0,4,0,0,1.2670202255249023,1
3,Inferencing,4444.15,9.61,4872.85,0.0,50.0,4,0,0,1.3182101249694824,1
4,Inferencing,4073.39,8.66,4126.83,0.0,0.0,4,0,0,1.2181134223937988,1
5,Inferencing,1305.83,2.66,1483.87,75.0,100.0,4,0,0,1.1979422569274902,1
6,Inferencing,940.07,1.90,1103.07,100.0,100.0,4,0,0,1.283869743347168,1
7,Inferencing,875.75,1.73,988.03,100.0,100.0,4,0,0,1.5152227878570557,1
8,Inferencing,209.51,0.42,236.88,100.0,100.0,4,0,0,1.4564228057861328,1
9,Inferencing,395.0,0.79,446.72,100.0,100.0,4,0,0,1.352339267730713,1
10,Inferencing,1391.68,2.84,1485.43,100.0,100.0,4,0,0,1.3365042209625244,1
11,Inferencing,2272.91,4.71,2289.65,25.0,100.0,4,0,0,1.279113531112671,1
12,Inferencing,2416.22,5.03,2419.8,0.0,100.0,4,0,0,1.4237940311431885,1
13,Inferencing,3713.26,7.97,3717.05,0.0,0.0,4,0,0,1.4354114532470703,1
14,Inferencing,5990.79,13.79,6287.65,0.0,0.0,4,0,0,1.4476604461669922,1
15,Inferencing,7257.84,17.58,7609.96,0.0,0.0,2,0,2,12.114137172698975,6
16,Inferencing,7683.03,18.15,7684.61,0.0,0.0,1,0,3,67.34091854095459,15
17,Inferencing,19.45,0.04,21.04,100.0,100.0,2,0,2,120.3388671875,21
18,Inferencing,1312.28,2.88,1552.96,75.0,100.0,4,0,0,134.90459322929382,21
19,Inferencing,1533.56,3.45,1760.06,50.0,100.0,4,0,0,133.48747539520264,21
20,Inferencing,1744.3,4.16,2137.58,75.0,75.0,4,0,0,133.17073440551758,21
21,Inferencing,3269.85,8.30,3539.13,25.0,25.0,4,0,0,134.05658411979675,21
22,Inferencing,9413.47,24.03,9698.56,0.0,0.0,4,0,0,120.29301857948303,18
23,Inferencing,7415.62,18.63,7631.59,0.0,0.0,2,1,1,184.29329347610474,21
24,Inferencing,2066.72,5.24,2198.28,50.0,100.0,3,0,1,168.62604069709778,24
25,Inferencing,6863.73,19.21,7691.99,25.0,25.0,4,0,0,150.06032466888428,24
