Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Training,976.2,2.06,1352.66,91.51,95.28,186,6,1,102.26349925994873,4
2,Training,944.45,2.11,1421.97,91.51,95.28,33,1,0,12.025756359100342,4
3,Training,956.65,2.19,1407.19,89.62,94.81,34,0,0,12.056512832641602,4
4,Training,865.86,2.03,1322.1,91.98,96.23,34,0,0,12.013033390045166,4
5,Training,795.29,1.87,1203.94,93.87,97.17,34,0,0,11.929038763046265,4
6,Training,749.48,1.75,1161.5,94.81,97.17,34,0,0,11.50966739654541,4
7,Training,756.41,1.76,1169.15,94.81,97.17,34,0,0,10.715538024902344,4
8,Training,710.18,1.65,1123.33,96.23,97.17,34,0,0,10.746803045272827,4
9,Training,683.79,1.56,1111.54,95.28,96.7,34,0,0,11.55571985244751,4
10,Training,573.91,1.22,757.98,98.11,100.0,34,0,0,9.796925067901611,4
