Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,1546.05,3.21,2420.43,75.0,83.33,87,0,0,22.758199453353882,1
2,Inferencing,2876.55,6.05,3311.52,50.0,58.33,16,0,0,4.045607089996338,1
3,Inferencing,710.98,1.42,936.91,91.67,100.0,16,0,0,4.40935206413269,1
4,Inferencing,1933.83,3.99,2074.52,41.67,100.0,16,0,0,4.8906331062316895,1
5,Inferencing,5859.17,13.59,6422.25,0.0,8.33,16,0,0,4.658675193786621,1
6,Inferencing,6461.1,15.00,6555.23,0.0,0.0,12,2,2,69.36325550079346,6
7,Inferencing,4157.8,9.97,5156.66,25.0,41.67,14,2,0,6.322760343551636,4
8,Inferencing,6659.79,16.92,6693.62,0.0,0.0,14,2,0,9.869701623916626,4
9,Inferencing,7900.15,21.98,8019.37,0.0,0.0,16,0,0,6.294023275375366,4
10,Inferencing,4936.53,13.68,5020.66,0.0,0.0,14,2,0,8.155568838119507,4
11,Inferencing,3297.21,9.12,3373.19,0.0,33.33,16,0,0,6.325037717819214,4
12,Inferencing,1349.07,3.63,1450.39,91.67,100.0,13,1,2,53.51069211959839,9
13,Inferencing,3741.4,8.29,4936.95,50.0,50.0,16,0,0,268.0311858654022,9
14,Inferencing,7407.67,15.82,7508.82,0.0,0.0,15,0,1,271.1947753429413,12
15,Inferencing,886.37,1.94,1090.2,91.67,100.0,16,0,0,253.1480302810669,9
16,Inferencing,2175.96,4.42,2611.69,58.33,66.67,16,0,0,252.06319546699524,9
17,Inferencing,5208.74,9.76,5612.09,0.0,16.67,16,0,0,251.48416352272034,9
18,Inferencing,1381.86,2.59,1548.09,75.0,100.0,16,0,0,252.887877702713,9
19,Inferencing,1268.05,2.49,1524.53,83.33,100.0,16,0,0,251.96929359436035,9
20,Inferencing,1226.71,2.38,1477.32,83.33,91.67,16,0,0,251.55752086639404,9
21,Inferencing,841.39,1.69,1113.79,91.67,100.0,16,0,0,252.2045295238495,9
22,Inferencing,1579.38,3.25,1875.99,66.67,83.33,16,0,0,251.89698791503906,9
23,Inferencing,1125.55,2.34,1478.07,75.0,91.67,16,0,0,249.4556543827057,9
24,Inferencing,966.15,2.04,1086.31,100.0,100.0,16,0,0,223.77663922309875,9
25,Inferencing,996.01,2.13,1101.49,100.0,100.0,16,0,0,224.16884636878967,9
26,Inferencing,706.19,1.49,853.67,100.0,100.0,16,0,0,202.46223330497742,9
27,Inferencing,1518.79,3.24,1713.12,75.0,100.0,16,0,0,195.0169768333435,9
28,Inferencing,3916.56,9.44,4316.85,16.67,41.67,16,0,0,195.2754089832306,9
29,Inferencing,2301.84,4.57,2615.89,41.67,66.67,16,0,0,197.05311846733093,9
30,Inferencing,1734.98,3.35,1802.14,75.0,100.0,16,0,0,196.3561429977417,9
31,Inferencing,3236.5,5.70,3461.97,20.0,40.0,16,0,0,196.39507174491882,9
