Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Outlier,5355.41,11.37,5401.54,0.0,0.0,134,0,0,73.79929041862488,1
2,Outlier,2101.14,5.04,2439.01,50.0,66.67,10,0,2,68.35582971572876,4
3,Outlier,4232.23,8.58,4536.66,0.0,33.33,12,0,0,5.873629331588745,4
4,Outlier,9433.06,23.66,9678.56,0.0,0.0,12,0,0,5.983609199523926,4
5,Outlier,8605.18,23.41,8782.58,0.0,0.0,5,7,0,39.53370809555054,4
6,Outlier,7041.45,20.12,7046.75,0.0,0.0,5,7,0,16.964276552200317,4
7,Outlier,5436.34,14.85,5449.98,0.0,0.0,12,0,0,6.005073070526123,4
8,Outlier,3609.93,10.32,3620.26,0.0,0.0,12,0,0,6.002355575561523,4
9,Outlier,2907.84,7.68,2983.82,0.0,66.67,12,0,0,5.824973821640015,4
10,Outlier,6693.3,14.87,7121.87,0.0,0.0,12,0,0,5.921340227127075,4
11,Outlier,6638.04,14.92,7097.67,0.0,0.0,12,0,0,5.804291009902954,4
12,Outlier,6679.11,15.02,7120.08,0.0,0.0,12,0,0,5.616071701049805,4
13,Outlier,7004.05,14.88,7296.32,0.0,0.0,12,0,0,5.692622900009155,4
14,Outlier,6876.34,15.03,7210.09,0.0,0.0,12,0,0,5.718423128128052,4
15,Outlier,6640.96,14.50,7088.61,0.0,0.0,12,0,0,5.630465030670166,4
16,Outlier,6740.11,14.84,7146.51,0.0,0.0,12,0,0,5.763573408126831,4
17,Outlier,6733.47,14.83,7154.88,0.0,0.0,12,0,0,5.629942417144775,4
18,Outlier,6902.4,14.85,7433.09,0.0,0.0,12,0,0,5.441115617752075,4
19,Outlier,6694.15,14.38,7198.74,0.0,0.0,12,0,0,5.237143516540527,4
20,Outlier,6521.22,13.89,7041.5,0.0,0.0,12,0,0,4.979387283325195,4
21,Outlier,6259.56,13.31,6741.03,0.0,0.0,12,0,0,4.91103720664978,4
22,Outlier,6150.98,13.06,6605.29,0.0,0.0,12,0,0,4.8228325843811035,4
23,Outlier,3169.7,5.89,3189.07,0.0,33.33,12,0,0,4.7028748989105225,4
24,Outlier,3936.83,8.82,4052.47,0.0,0.0,12,0,0,4.581655502319336,4
25,Outlier,3932.93,8.82,4051.12,0.0,0.0,12,0,0,4.477163553237915,4
26,Outlier,3930.47,8.80,4040.62,0.0,0.0,12,0,0,4.57236909866333,4
